	mass A		
t	x	y	
0,000	-1,009E-3	-2,762E-4
0,033	-5,912E-4	-1,614E-2
0,067	2,437E-4	-4,453E-2
0,100	-9,067E-5	-8,124E-2
0,133	3,778E-4	-0,128
0,167	-2,674E-4	-0,188
0,200	2,363E-3	-0,265
0,233	8,444E-3	-0,350
0,267	8,649E-3	-0,453
0,300		
0,333		
0,367	1,708E-2	-0,825
0,400	2,653E-2	-0,931
0,433	2,886E-2	-1,095
0,467	3,482E-2	-1,232
0,500	3,835E-2	-1,380
0,533	4,068E-2	-1,545
0,567	4,751E-2	-1,705
