	mass A	
t	y	
0,000	-2,762E-4
0,033	-1,614E-2
0,067	-4,453E-2
0,100	-8,124E-2
0,133	-0,128
0,167	-0,188
0,200	-0,265
0,233	-0,350
0,267	-0,453
0,300	
0,333	
0,367	-0,825
0,400	-0,931
0,433	-1,095
0,467	-1,232
0,500	-1,380
0,533	-1,545
0,567	-1,705
